  0.00000,      -3.6912
  0.00063,      -3.7855
  0.00125,      -3.8266
  0.00187,      -3.7541
  0.00250,      -3.8097
  0.00313,      -3.8170
  0.00375,      -3.7952
  0.00438,      -3.7202
  0.00500,      -3.7831
  0.00562,      -3.8508
  0.00625,      -3.8484
  0.00688,      -3.9572
  0.00750,      -3.9910
  0.00813,      -4.0201
  0.00875,      -4.0152
  0.00937,      -4.0249
  0.01000,      -4.0128
  0.01063,      -3.9620
  0.01125,      -3.7831
  0.01188,      -3.7565
  0.01250,      -3.7082
  0.01313,      -3.6961
  0.01375,      -3.6477
  0.01438,      -3.5534
  0.01500,      -3.5703
  0.01563,      -3.7251
  0.01625,      -3.7855
  0.01688,      -3.8145
  0.01750,      -3.8387
  0.01812,      -3.8532
  0.01875,      -3.8339
  0.01938,      -3.8411
  0.02000,      -3.8121
  0.02063,      -3.7855
  0.02125,      -3.8218
  0.02188,      -3.8242
  0.02250,      -3.8411
  0.02313,      -3.8556
  0.02375,      -3.9137
  0.02438,      -4.0757
  0.02500,      -4.1119
  0.02563,      -4.1023
  0.02625,      -4.0394
  0.02688,      -4.0201
  0.02750,      -3.8967
  0.02813,      -3.7589
  0.02875,      -3.7323
  0.02938,      -3.6308
  0.03000,      -3.5147
  0.03062,      -3.4906
  0.03125,      -3.5534
  0.03188,      -3.6380
  0.03250,      -3.7154
  0.03313,      -3.7807
  0.03375,      -3.8194
  0.03438,      -3.9088
  0.03500,      -3.7154
  0.03563,      -3.8000
  0.03625,      -3.8387
  0.03687,      -3.7976
  0.03750,      -3.7710
  0.03812,      -3.7976
  0.03875,      -3.8411
  0.03938,      -3.8605
  0.04000,      -3.9113
  0.04063,      -3.9596
  0.04125,      -4.0273
  0.04188,      -4.0491
  0.04250,      -4.0055
  0.04313,      -4.0346
  0.04375,      -3.9935
  0.04437,      -3.9161
  0.04500,      -3.7348
  0.04562,      -3.7299
  0.04625,      -3.6380
  0.04688,      -3.5413
  0.04750,      -3.5413
  0.04813,      -3.5437
  0.04875,      -3.6501
  0.04938,      -3.7541
  0.05000,      -3.8121
  0.05063,      -3.8460
  0.05125,      -3.8073
  0.05188,      -3.7686
  0.05250,      -3.7638
  0.05312,      -3.8025
  0.05375,      -3.8000
  0.05438,      -3.7976
  0.05500,      -3.7928
  0.05563,      -3.8121
  0.05625,      -3.9088
  0.05688,      -3.9330
  0.05750,      -3.9185
  0.05813,      -3.9524
  0.05875,      -4.0007
  0.05938,      -3.9935
  0.06000,      -3.9935
  0.06062,      -3.8798
  0.06125,      -3.7589
  0.06187,      -3.7493
  0.06250,      -3.7033
  0.06313,      -3.5703
  0.06375,      -3.4785
  0.06438,      -3.5292
  0.06500,      -3.6042
  0.06563,      -3.7178
  0.06625,      -3.7057
  0.06688,      -3.8411
  0.06750,      -3.8653
  0.06813,      -3.8290
  0.06875,      -3.7493
  0.06938,      -3.7952
  0.07000,      -3.7589
  0.07063,      -3.7517
  0.07125,      -3.7565
  0.07188,      -3.7420
  0.07250,      -3.7831
  0.07312,      -3.9499
  0.07375,      -4.0055
  0.07437,      -4.0394
  0.07500,      -4.0031
  0.07562,      -4.0128
  0.07625,      -4.0491
  0.07687,      -3.9765
  0.07750,      -3.8436
  0.07813,      -3.8871
  0.07875,      -3.7976
  0.07938,      -3.6163
  0.08000,      -3.5075
  0.08063,      -3.4809
  0.08125,      -3.5196
