  0.00000,      -4.8566
  0.00063,      -4.8494
  0.00125,      -4.8566
  0.00187,      -4.8542
  0.00250,      -4.8470
  0.00313,      -4.8590
  0.00375,      -4.8542
  0.00438,      -4.8494
  0.00500,      -4.8542
  0.00562,      -4.8518
  0.00625,      -4.8518
  0.00688,      -4.8542
  0.00750,      -4.8470
  0.00813,      -4.8518
  0.00875,      -4.8566
  0.00937,      -4.8494
  0.01000,      -4.8808
  0.01063,      -4.8518
  0.01125,      -4.8542
  0.01188,      -4.8542
  0.01250,      -4.8518
  0.01313,      -4.8494
  0.01375,      -4.8518
  0.01438,      -4.8470
  0.01500,      -4.8494
  0.01563,      -4.8566
  0.01625,      -4.8566
  0.01688,      -4.8518
  0.01750,      -4.8518
  0.01812,      -4.8566
  0.01875,      -4.8977
  0.01938,      -4.8542
  0.02000,      -4.8566
  0.02063,      -4.8494
  0.02125,      -4.8518
  0.02188,      -4.8470
  0.02250,      -4.8494
  0.02313,      -4.8445
  0.02375,      -4.8566
  0.02438,      -4.8542
  0.02500,      -4.8542
  0.02563,      -4.8421
  0.02625,      -4.8518
  0.02688,      -4.8542
  0.02750,      -4.8566
  0.02813,      -4.8494
  0.02875,      -4.8445
  0.02938,      -4.8494
  0.03000,      -4.8615
  0.03062,      -4.8590
  0.03125,      -4.8494
  0.03188,      -4.8518
  0.03250,      -4.8494
  0.03313,      -4.8590
  0.03375,      -4.8518
  0.03438,      -4.8542
  0.03500,      -4.8518
  0.03563,      -4.8518
  0.03625,      -4.8542
  0.03687,      -4.8470
  0.03750,      -4.8590
  0.03812,      -4.8445
  0.03875,      -4.8542
  0.03938,      -4.8542
  0.04000,      -4.8566
  0.04063,      -4.8542
  0.04125,      -4.8494
  0.04188,      -4.8518
  0.04250,      -4.8518
  0.04313,      -4.8470
  0.04375,      -4.8566
  0.04437,      -4.8566
  0.04500,      -4.8445
  0.04562,      -4.8470
  0.04625,      -4.8566
  0.04688,      -4.8445
  0.04750,      -4.8542
  0.04813,      -4.8494
  0.04875,      -4.8566
